time,node,metric,value
2026-07-20T23:13:40.608755322Z,CC8DA20D4484,humidity,58.5
2026-07-20T23:13:45.606127536Z,CC8DA20D4484,humidity,57.5
2026-07-20T23:13:50.608701001Z,CC8DA20D4484,humidity,61.1
2026-07-20T23:13:55.611757981Z,CC8DA20D4484,humidity,57.4
2026-07-20T23:14:00.611201917Z,CC8DA20D4484,humidity,59.5
2026-07-20T23:14:05.612440875Z,CC8DA20D4484,humidity,57.9
2026-07-20T23:14:10.613988923Z,CC8DA20D4484,humidity,58.6
2026-07-20T23:14:15.612131334Z,CC8DA20D4484,humidity,62.8
2026-07-20T23:14:20.613335033Z,CC8DA20D4484,humidity,58.9
2026-07-20T23:14:25.610102751Z,CC8DA20D4484,humidity,58.5
2026-07-20T23:14:30.616467535Z,CC8DA20D4484,humidity,62.5
2026-07-20T23:14:35.623798125Z,CC8DA20D4484,humidity,58.2
2026-07-20T23:14:40.620442419Z,CC8DA20D4484,humidity,61.9
2026-07-20T23:14:45.614201682Z,CC8DA20D4484,humidity,62.6
2026-07-20T23:14:50.618107117Z,CC8DA20D4484,humidity,62.2
2026-07-20T23:14:55.622670286Z,CC8DA20D4484,humidity,61.8
2026-07-20T23:15:00.619831168Z,CC8DA20D4484,humidity,62.6
2026-07-20T23:15:05.62295922Z,CC8DA20D4484,humidity,62.9
2026-07-20T23:15:10.624695062Z,CC8DA20D4484,humidity,62.1
2026-07-20T23:15:15.617482556Z,CC8DA20D4484,humidity,58.8
2026-07-20T23:15:20.624807923Z,CC8DA20D4484,humidity,59.0
2026-07-20T23:15:25.624186637Z,CC8DA20D4484,humidity,60.2
2026-07-20T23:15:30.625635Z,CC8DA20D4484,humidity,57.5
2026-07-20T23:15:35.626476498Z,CC8DA20D4484,humidity,57.8
2026-07-20T23:15:40.674442865Z,CC8DA20D4484,humidity,57.3
2026-07-20T23:15:45.626265676Z,CC8DA20D4484,humidity,60.2
2026-07-20T23:15:50.628516421Z,CC8DA20D4484,humidity,58.9
2026-07-20T23:15:55.629699323Z,CC8DA20D4484,humidity,59.2
2026-07-20T23:16:00.637855572Z,CC8DA20D4484,humidity,57.0
2026-07-20T23:16:05.62821742Z,CC8DA20D4484,humidity,61.1
2026-07-20T23:16:10.642921019Z,CC8DA20D4484,humidity,60.1
2026-07-20T23:16:15.637785402Z,CC8DA20D4484,humidity,58.4
2026-07-20T23:16:20.635243317Z,CC8DA20D4484,humidity,60.6
2026-07-20T23:16:25.632116533Z,CC8DA20D4484,humidity,57.4
2026-07-20T23:16:30.635577947Z,CC8DA20D4484,humidity,57.5
2026-07-20T23:16:35.639686802Z,CC8DA20D4484,humidity,60.8
2026-07-20T23:16:40.647305392Z,CC8DA20D4484,humidity,57.7
2026-07-20T23:16:45.63653937Z,CC8DA20D4484,humidity,61.6
2026-07-20T23:16:50.638670198Z,CC8DA20D4484,humidity,61.4
2026-07-20T23:16:55.639095657Z,CC8DA20D4484,humidity,61.5
2026-07-20T23:17:00.635866621Z,CC8DA20D4484,humidity,59.9
2026-07-20T23:17:05.640660513Z,CC8DA20D4484,humidity,60.6
2026-07-20T23:17:10.655711508Z,CC8DA20D4484,humidity,61.5
2026-07-20T23:17:15.6450011Z,CC8DA20D4484,humidity,60.1
2026-07-20T23:17:20.644906693Z,CC8DA20D4484,humidity,62.9
2026-07-20T23:17:25.644688385Z,CC8DA20D4484,humidity,61.5
2026-07-20T23:17:30.647735133Z,CC8DA20D4484,humidity,58.0
2026-07-20T23:17:35.645253453Z,CC8DA20D4484,humidity,59.3
2026-07-20T23:17:40.668655207Z,CC8DA20D4484,humidity,57.9
2026-07-20T23:17:45.65128688Z,CC8DA20D4484,humidity,58.9
2026-07-20T23:17:50.64778882Z,CC8DA20D4484,humidity,60.0
2026-07-20T23:17:55.648438815Z,CC8DA20D4484,humidity,57.4
2026-07-20T23:18:00.647853023Z,CC8DA20D4484,humidity,58.6
2026-07-20T23:18:05.680740976Z,CC8DA20D4484,humidity,57.3
2026-07-20T23:18:10.660658798Z,CC8DA20D4484,humidity,59.7
2026-07-20T23:18:15.653249841Z,CC8DA20D4484,humidity,59.4
2026-07-20T23:18:20.652216127Z,CC8DA20D4484,humidity,57.3
2026-07-20T23:18:25.65492939Z,CC8DA20D4484,humidity,60.6
2026-07-20T23:18:30.666802878Z,CC8DA20D4484,humidity,57.8
2026-07-20T23:18:35.662033757Z,CC8DA20D4484,humidity,61.4
2026-07-20T23:18:40.667306681Z,CC8DA20D4484,humidity,57.3
2026-07-20T23:18:45.65349128Z,CC8DA20D4484,humidity,57.7
2026-07-20T23:18:50.659006698Z,CC8DA20D4484,humidity,59.3
2026-07-20T23:18:55.658611535Z,CC8DA20D4484,humidity,57.2
2026-07-20T23:19:00.66277585Z,CC8DA20D4484,humidity,58.4
2026-07-20T23:19:05.659333545Z,CC8DA20D4484,humidity,61.6
2026-07-20T23:19:10.673329672Z,CC8DA20D4484,humidity,61.6
2026-07-20T23:19:15.664273732Z,CC8DA20D4484,humidity,59.9
2026-07-20T23:19:20.661690649Z,CC8DA20D4484,humidity,58.5
2026-07-20T23:19:25.663894459Z,CC8DA20D4484,humidity,59.4
2026-07-20T23:19:30.664970196Z,CC8DA20D4484,humidity,61.6
2026-07-20T23:19:35.667007814Z,CC8DA20D4484,humidity,58.3
2026-07-20T23:19:40.676063666Z,CC8DA20D4484,humidity,59.7
2026-07-20T23:19:45.667740911Z,CC8DA20D4484,humidity,61.5
2026-07-20T23:19:50.667218748Z,CC8DA20D4484,humidity,59.7
2026-07-20T23:19:55.670868109Z,CC8DA20D4484,humidity,61.0
2026-07-20T23:20:00.67032061Z,CC8DA20D4484,humidity,62.7
2026-07-20T23:20:05.691962977Z,CC8DA20D4484,humidity,61.4
2026-07-20T23:20:10.715622761Z,CC8DA20D4484,humidity,57.9
2026-07-20T23:20:15.686256695Z,CC8DA20D4484,humidity,58.9
2026-07-20T23:20:20.672257126Z,CC8DA20D4484,humidity,57.6
2026-07-20T23:20:25.67460784Z,CC8DA20D4484,humidity,58.1
2026-07-20T23:20:30.674815311Z,CC8DA20D4484,humidity,58.8
2026-07-20T23:20:35.676709213Z,CC8DA20D4484,humidity,57.8
2026-07-20T23:20:40.723197441Z,CC8DA20D4484,humidity,61.8
2026-07-20T23:20:45.687263811Z,CC8DA20D4484,humidity,61.6
2026-07-20T23:20:50.67773512Z,CC8DA20D4484,humidity,57.0
2026-07-20T23:20:55.679205788Z,CC8DA20D4484,humidity,57.9
2026-07-20T23:21:00.680102594Z,CC8DA20D4484,humidity,60.5
2026-07-20T23:21:05.681795577Z,CC8DA20D4484,humidity,60.1
2026-07-20T23:21:10.719020913Z,CC8DA20D4484,humidity,57.2
2026-07-20T23:21:15.69913416Z,CC8DA20D4484,humidity,60.4
2026-07-20T23:21:20.682128555Z,CC8DA20D4484,humidity,58.3
2026-07-20T23:21:25.684221637Z,CC8DA20D4484,humidity,58.6
2026-07-20T23:21:30.686310752Z,CC8DA20D4484,humidity,60.6
2026-07-20T23:21:35.686615234Z,CC8DA20D4484,humidity,58.6
2026-07-20T23:21:40.690750518Z,CC8DA20D4484,humidity,62.8
2026-07-20T23:21:45.699763887Z,CC8DA20D4484,humidity,59.0
2026-07-20T23:21:50.688662585Z,CC8DA20D4484,humidity,60.6
2026-07-20T23:21:55.689343771Z,CC8DA20D4484,humidity,61.6
2026-07-20T23:22:00.691630781Z,CC8DA20D4484,humidity,60.0
2026-07-20T23:22:05.692378814Z,CC8DA20D4484,humidity,58.4
2026-07-20T23:22:10.691833664Z,CC8DA20D4484,humidity,59.7
2026-07-20T23:22:15.708770603Z,CC8DA20D4484,humidity,61.9
2026-07-20T23:22:20.694313358Z,CC8DA20D4484,humidity,60.0
2026-07-20T23:22:25.694632674Z,CC8DA20D4484,humidity,60.2
2026-07-20T23:22:30.694362702Z,CC8DA20D4484,humidity,60.1
2026-07-20T23:22:35.700626974Z,CC8DA20D4484,humidity,57.6
2026-07-20T23:22:40.717792164Z,CC8DA20D4484,humidity,59.9
2026-07-20T23:22:45.72058779Z,CC8DA20D4484,humidity,60.4
2026-07-20T23:22:50.69935766Z,CC8DA20D4484,humidity,60.5
2026-07-20T23:22:55.69532819Z,CC8DA20D4484,humidity,62.9
2026-07-20T23:23:00.700862446Z,CC8DA20D4484,humidity,60.4
2026-07-20T23:23:05.710779483Z,CC8DA20D4484,humidity,60.6
2026-07-20T23:23:10.696736592Z,CC8DA20D4484,humidity,57.5
2026-07-20T23:23:15.707538164Z,CC8DA20D4484,humidity,60.0
2026-07-20T23:23:20.706002198Z,CC8DA20D4484,humidity,57.7
2026-07-20T23:23:25.705691582Z,CC8DA20D4484,humidity,61.3
2026-07-20T23:23:30.708604644Z,CC8DA20D4484,humidity,61.3
2026-07-20T23:23:35.707523074Z,CC8DA20D4484,humidity,60.6
2026-07-20T23:23:40.708039532Z,CC8DA20D4484,humidity,62.8
2026-07-20T23:23:45.749441279Z,CC8DA20D4484,humidity,59.7
2026-07-20T23:23:50.710235126Z,CC8DA20D4484,humidity,58.3
2026-07-20T23:23:55.718526595Z,CC8DA20D4484,humidity,59.9
2026-07-20T23:24:00.716784957Z,CC8DA20D4484,humidity,60.9
2026-07-20T23:24:05.717999994Z,CC8DA20D4484,humidity,57.6
2026-07-20T23:24:10.720140804Z,CC8DA20D4484,humidity,60.3
2026-07-20T23:24:15.722451096Z,CC8DA20D4484,humidity,62.7
2026-07-20T23:24:20.756358201Z,CC8DA20D4484,humidity,60.9
2026-07-20T23:24:25.720843625Z,CC8DA20D4484,humidity,62.7
2026-07-20T23:24:30.722118859Z,CC8DA20D4484,humidity,60.2
2026-07-20T23:24:35.723137708Z,CC8DA20D4484,humidity,58.4
2026-07-20T23:24:40.728377159Z,CC8DA20D4484,humidity,61.6
2026-07-20T23:24:45.755430415Z,CC8DA20D4484,humidity,57.2
2026-07-20T23:24:50.733268025Z,CC8DA20D4484,humidity,58.1
2026-07-20T23:24:55.730153226Z,CC8DA20D4484,humidity,59.2
2026-07-20T23:25:00.72719031Z,CC8DA20D4484,humidity,59.4
2026-07-20T23:25:05.727818946Z,CC8DA20D4484,humidity,62.2
2026-07-20T23:25:10.749472577Z,CC8DA20D4484,humidity,62.2
2026-07-20T23:25:15.78449958Z,CC8DA20D4484,humidity,59.4
2026-07-20T23:25:20.741410957Z,CC8DA20D4484,humidity,60.9
2026-07-20T23:25:25.735010125Z,CC8DA20D4484,humidity,57.7
2026-07-20T23:25:30.732457375Z,CC8DA20D4484,humidity,59.1
2026-07-20T23:25:35.733839816Z,CC8DA20D4484,humidity,57.3
2026-07-20T23:25:40.73621996Z,CC8DA20D4484,humidity,61.6
2026-07-20T23:25:45.73366835Z,CC8DA20D4484,humidity,60.7
2026-07-20T23:25:50.74665279Z,CC8DA20D4484,humidity,60.9
2026-07-20T23:25:55.739758187Z,CC8DA20D4484,humidity,59.4
2026-07-20T23:26:00.738508699Z,CC8DA20D4484,humidity,61.9
2026-07-20T23:26:05.738160115Z,CC8DA20D4484,humidity,60.5
2026-07-20T23:26:10.735847613Z,CC8DA20D4484,humidity,62.4
2026-07-20T23:26:15.741168834Z,CC8DA20D4484,humidity,60.5
2026-07-20T23:26:20.744207917Z,CC8DA20D4484,humidity,60.4
2026-07-20T23:26:25.743726819Z,CC8DA20D4484,humidity,62.3
2026-07-20T23:26:30.743611776Z,CC8DA20D4484,humidity,58.9
2026-07-20T23:26:35.743726345Z,CC8DA20D4484,humidity,58.7
2026-07-20T23:26:40.750463774Z,CC8DA20D4484,humidity,62.7
2026-07-20T23:26:45.800792182Z,CC8DA20D4484,humidity,58.6
2026-07-20T23:26:50.747349976Z,CC8DA20D4484,humidity,62.6
2026-07-20T23:26:55.751042423Z,CC8DA20D4484,humidity,57.2
2026-07-20T23:27:00.750476321Z,CC8DA20D4484,humidity,61.7
2026-07-20T23:27:05.748420716Z,CC8DA20D4484,humidity,61.8
2026-07-20T23:27:10.745488101Z,CC8DA20D4484,humidity,57.8
2026-07-20T23:27:15.756692228Z,CC8DA20D4484,humidity,57.7
2026-07-20T23:27:20.809225949Z,CC8DA20D4484,humidity,60.3
2026-07-20T23:27:25.752137272Z,CC8DA20D4484,humidity,60.2
2026-07-20T23:27:30.754206727Z,CC8DA20D4484,humidity,61.2
2026-07-20T23:27:35.75691195Z,CC8DA20D4484,humidity,59.9
2026-07-20T23:27:40.755624581Z,CC8DA20D4484,humidity,59.3
2026-07-20T23:27:45.766908652Z,CC8DA20D4484,humidity,60.5
2026-07-20T23:27:50.780992339Z,CC8DA20D4484,humidity,59.2
2026-07-20T23:27:55.756315027Z,CC8DA20D4484,humidity,59.6
2026-07-20T23:28:00.758889394Z,CC8DA20D4484,humidity,60.4
2026-07-20T23:28:05.758213121Z,CC8DA20D4484,humidity,58.7
2026-07-20T23:28:10.757616822Z,CC8DA20D4484,humidity,59.4
2026-07-20T23:28:15.763768058Z,CC8DA20D4484,humidity,62.3
2026-07-20T23:28:20.787568682Z,CC8DA20D4484,humidity,59.6
2026-07-20T23:28:25.774719021Z,CC8DA20D4484,humidity,58.0
2026-07-20T23:28:30.757745615Z,CC8DA20D4484,humidity,59.3
2026-07-20T23:28:35.764453109Z,CC8DA20D4484,humidity,62.9
2026-07-20T23:28:40.764393532Z,CC8DA20D4484,humidity,58.3
2026-07-20T23:28:45.765736783Z,CC8DA20D4484,humidity,59.8
2026-07-20T23:28:50.766632601Z,CC8DA20D4484,humidity,61.9
2026-07-20T23:28:55.777239015Z,CC8DA20D4484,humidity,57.6
2026-07-20T23:29:00.768207726Z,CC8DA20D4484,humidity,59.1
2026-07-20T23:29:05.770282055Z,CC8DA20D4484,humidity,59.8
2026-07-20T23:29:10.768253746Z,CC8DA20D4484,humidity,57.0
2026-07-20T23:29:15.770008701Z,CC8DA20D4484,humidity,63.0
2026-07-20T23:29:20.777803268Z,CC8DA20D4484,humidity,58.9
2026-07-20T23:29:25.787124491Z,CC8DA20D4484,humidity,62.2
2026-07-20T23:29:30.77793233Z,CC8DA20D4484,humidity,57.6
2026-07-20T23:29:35.773675995Z,CC8DA20D4484,humidity,62.9
2026-07-20T23:29:40.774633259Z,CC8DA20D4484,humidity,62.9
2026-07-20T23:29:45.774268763Z,CC8DA20D4484,humidity,61.2
2026-07-20T23:29:50.77543755Z,CC8DA20D4484,humidity,61.2
2026-07-20T23:29:55.794865806Z,CC8DA20D4484,humidity,62.5
2026-07-20T23:30:00.780217367Z,CC8DA20D4484,humidity,61.4
2026-07-20T23:30:05.780273487Z,CC8DA20D4484,humidity,60.0
2026-07-20T23:30:10.785722074Z,CC8DA20D4484,humidity,57.5
2026-07-20T23:30:15.782349472Z,CC8DA20D4484,humidity,58.6
2026-07-20T23:30:20.77769142Z,CC8DA20D4484,humidity,62.2
2026-07-20T23:30:25.796367433Z,CC8DA20D4484,humidity,61.2
2026-07-20T23:30:30.785512592Z,CC8DA20D4484,humidity,57.8
2026-07-20T23:30:35.784351246Z,CC8DA20D4484,humidity,57.5
2026-07-20T23:30:40.785444618Z,CC8DA20D4484,humidity,60.8
2026-07-20T23:30:45.78595281Z,CC8DA20D4484,humidity,62.0
2026-07-20T23:30:50.799066357Z,CC8DA20D4484,humidity,58.7
2026-07-20T23:30:55.831273196Z,CC8DA20D4484,humidity,60.4
2026-07-20T23:31:00.789193637Z,CC8DA20D4484,humidity,59.3
2026-07-20T23:31:05.788252835Z,CC8DA20D4484,humidity,61.2
2026-07-20T23:31:10.788382428Z,CC8DA20D4484,humidity,57.4
2026-07-20T23:31:15.792904197Z,CC8DA20D4484,humidity,62.1
2026-07-20T23:31:20.790504919Z,CC8DA20D4484,humidity,62.7
2026-07-20T23:31:25.796587869Z,CC8DA20D4484,humidity,61.8
2026-07-20T23:31:30.796552912Z,CC8DA20D4484,humidity,61.6
2026-07-20T23:31:35.793991216Z,CC8DA20D4484,humidity,62.8
2026-07-20T23:31:40.793837566Z,CC8DA20D4484,humidity,61.7
2026-07-20T23:31:45.800731749Z,CC8DA20D4484,humidity,57.7
2026-07-20T23:31:50.792730166Z,CC8DA20D4484,humidity,57.6
2026-07-20T23:31:55.79849209Z,CC8DA20D4484,humidity,57.6
2026-07-20T23:32:00.804277675Z,CC8DA20D4484,humidity,58.5
2026-07-20T23:32:05.797599431Z,CC8DA20D4484,humidity,62.9
2026-07-20T23:32:10.796588292Z,CC8DA20D4484,humidity,57.1
2026-07-20T23:32:15.800446339Z,CC8DA20D4484,humidity,61.9
2026-07-20T23:32:20.803065484Z,CC8DA20D4484,humidity,61.5
2026-07-20T23:32:25.808676388Z,CC8DA20D4484,humidity,58.7
2026-07-20T23:32:30.806759248Z,CC8DA20D4484,humidity,58.7
2026-07-20T23:32:35.804360011Z,CC8DA20D4484,humidity,60.3
2026-07-20T23:32:40.804904089Z,CC8DA20D4484,humidity,60.4
2026-07-20T23:32:45.807607786Z,CC8DA20D4484,humidity,57.0
2026-07-20T23:32:50.807138393Z,CC8DA20D4484,humidity,62.3
2026-07-20T23:32:55.810671453Z,CC8DA20D4484,humidity,58.0
2026-07-20T23:33:00.813195958Z,CC8DA20D4484,humidity,62.5
2026-07-20T23:33:05.808557615Z,CC8DA20D4484,humidity,57.3
2026-07-20T23:33:10.80721247Z,CC8DA20D4484,humidity,60.7
2026-07-20T23:33:15.811021451Z,CC8DA20D4484,humidity,62.8
2026-07-20T23:33:20.821334766Z,CC8DA20D4484,humidity,62.7
2026-07-20T23:33:25.806941458Z,CC8DA20D4484,humidity,57.0
2026-07-20T23:33:30.835055968Z,CC8DA20D4484,humidity,60.2
2026-07-20T23:33:35.81436168Z,CC8DA20D4484,humidity,60.1
2026-07-20T23:33:40.810214276Z,CC8DA20D4484,humidity,63.0
2026-07-20T23:33:45.81263313Z,CC8DA20D4484,humidity,60.5
2026-07-20T23:33:50.816843455Z,CC8DA20D4484,humidity,62.4
2026-07-20T23:33:55.829580129Z,CC8DA20D4484,humidity,57.4
2026-07-20T23:34:00.829615433Z,CC8DA20D4484,humidity,62.9
2026-07-20T23:34:05.819249102Z,CC8DA20D4484,humidity,58.3
2026-07-20T23:34:10.818145279Z,CC8DA20D4484,humidity,61.7
2026-07-20T23:34:15.823728935Z,CC8DA20D4484,humidity,58.2
2026-07-20T23:34:20.821858612Z,CC8DA20D4484,humidity,61.2
2026-07-20T23:34:25.820716102Z,CC8DA20D4484,humidity,58.9
2026-07-20T23:34:30.841729365Z,CC8DA20D4484,humidity,61.0
2026-07-20T23:34:35.823213383Z,CC8DA20D4484,humidity,62.9
2026-07-20T23:34:40.824305531Z,CC8DA20D4484,humidity,60.6
2026-07-20T23:34:45.826346989Z,CC8DA20D4484,humidity,59.5
2026-07-20T23:34:50.831493959Z,CC8DA20D4484,humidity,57.8
2026-07-20T23:34:55.87207035Z,CC8DA20D4484,humidity,62.9
2026-07-20T23:35:00.836751104Z,CC8DA20D4484,humidity,61.2
2026-07-20T23:35:05.831712774Z,CC8DA20D4484,humidity,58.3
2026-07-20T23:35:10.829025924Z,CC8DA20D4484,humidity,62.8
2026-07-20T23:35:15.832124428Z,CC8DA20D4484,humidity,62.2
2026-07-20T23:35:20.832939383Z,CC8DA20D4484,humidity,57.9
2026-07-20T23:35:25.830933793Z,CC8DA20D4484,humidity,63.0
2026-07-20T23:35:30.845036107Z,CC8DA20D4484,humidity,57.1
2026-07-20T23:35:35.838384529Z,CC8DA20D4484,humidity,60.3
2026-07-20T23:35:40.834559666Z,CC8DA20D4484,humidity,59.2
2026-07-20T23:35:45.833937163Z,CC8DA20D4484,humidity,58.7
2026-07-20T23:35:50.84958045Z,CC8DA20D4484,humidity,62.7
2026-07-20T23:35:55.844852062Z,CC8DA20D4484,humidity,60.5
2026-07-20T23:36:00.84220586Z,CC8DA20D4484,humidity,59.5
2026-07-20T23:36:05.838144375Z,CC8DA20D4484,humidity,57.4
2026-07-20T23:36:10.838527571Z,CC8DA20D4484,humidity,62.4
2026-07-20T23:36:15.840582325Z,CC8DA20D4484,humidity,61.0
2026-07-20T23:36:20.842943558Z,CC8DA20D4484,humidity,62.7
2026-07-20T23:36:25.842184728Z,CC8DA20D4484,humidity,62.8
2026-07-20T23:36:30.84214665Z,CC8DA20D4484,humidity,57.4
2026-07-20T23:36:35.84686036Z,CC8DA20D4484,humidity,60.4
2026-07-20T23:36:40.844491137Z,CC8DA20D4484,humidity,58.0
2026-07-20T23:36:45.845895451Z,CC8DA20D4484,humidity,59.1
2026-07-20T23:36:50.852883453Z,CC8DA20D4484,humidity,59.0
2026-07-20T23:36:55.875986003Z,CC8DA20D4484,humidity,59.3
2026-07-20T23:37:00.866958395Z,CC8DA20D4484,humidity,63.0
2026-07-20T23:37:05.852250636Z,CC8DA20D4484,humidity,61.6
2026-07-20T23:37:10.847737223Z,CC8DA20D4484,humidity,60.4
2026-07-20T23:37:15.849918152Z,CC8DA20D4484,humidity,60.4
2026-07-20T23:37:20.851426363Z,CC8DA20D4484,humidity,59.9
2026-07-20T23:37:25.855898859Z,CC8DA20D4484,humidity,60.9
2026-07-20T23:37:30.871105751Z,CC8DA20D4484,humidity,60.1
2026-07-20T23:37:35.857843281Z,CC8DA20D4484,humidity,60.9
2026-07-20T23:37:40.856317678Z,CC8DA20D4484,humidity,62.2
2026-07-20T23:37:45.854835776Z,CC8DA20D4484,humidity,61.2
2026-07-20T23:37:50.856525323Z,CC8DA20D4484,humidity,59.0
2026-07-20T23:37:55.859593687Z,CC8DA20D4484,humidity,63.0
2026-07-20T23:38:00.859130082Z,CC8DA20D4484,humidity,58.4
2026-07-20T23:38:05.901180237Z,CC8DA20D4484,humidity,63.0
2026-07-20T23:38:10.859997584Z,CC8DA20D4484,humidity,60.1
2026-07-20T23:38:15.857944909Z,CC8DA20D4484,humidity,63.0
2026-07-20T23:38:20.862166745Z,CC8DA20D4484,humidity,60.7
2026-07-20T23:38:25.862888074Z,CC8DA20D4484,humidity,58.6
2026-07-20T23:38:30.872619091Z,CC8DA20D4484,humidity,59.2
2026-07-20T23:38:35.88093645Z,CC8DA20D4484,humidity,60.6
2026-07-20T23:38:40.862084488Z,CC8DA20D4484,humidity,59.8
2026-07-20T23:38:45.865890566Z,CC8DA20D4484,humidity,58.5
2026-07-20T23:38:50.865298052Z,CC8DA20D4484,humidity,60.2
2026-07-20T23:38:55.867762375Z,CC8DA20D4484,humidity,61.0
2026-07-20T23:39:00.87640219Z,CC8DA20D4484,humidity,63.0
2026-07-20T23:39:05.8842751Z,CC8DA20D4484,humidity,59.0
2026-07-20T23:39:10.868353119Z,CC8DA20D4484,humidity,59.6
2026-07-20T23:39:15.869087678Z,CC8DA20D4484,humidity,59.9
2026-07-20T23:39:20.87235719Z,CC8DA20D4484,humidity,62.4
2026-07-20T23:39:25.873223608Z,CC8DA20D4484,humidity,62.4
2026-07-20T23:39:30.872427277Z,CC8DA20D4484,humidity,60.6
2026-07-20T23:39:35.889756751Z,CC8DA20D4484,humidity,62.7
2026-07-20T23:39:40.880142362Z,CC8DA20D4484,humidity,57.1
2026-07-20T23:39:45.880129191Z,CC8DA20D4484,humidity,61.4
2026-07-20T23:39:50.876845192Z,CC8DA20D4484,humidity,62.8
2026-07-20T23:39:55.877947851Z,CC8DA20D4484,humidity,61.4
2026-07-20T23:40:00.880269491Z,CC8DA20D4484,humidity,60.2
2026-07-20T23:40:05.897808352Z,CC8DA20D4484,humidity,57.8
2026-07-20T23:40:10.884702254Z,CC8DA20D4484,humidity,60.4
2026-07-20T23:40:15.880379881Z,CC8DA20D4484,humidity,59.4
2026-07-20T23:40:20.8817678Z,CC8DA20D4484,humidity,58.8
2026-07-20T23:40:25.880980491Z,CC8DA20D4484,humidity,57.0
2026-07-20T23:40:30.911039627Z,CC8DA20D4484,humidity,58.5
2026-07-20T23:40:35.91458443Z,CC8DA20D4484,humidity,61.5
2026-07-20T23:40:40.889734734Z,CC8DA20D4484,humidity,61.8
2026-07-20T23:40:45.882400402Z,CC8DA20D4484,humidity,60.6
2026-07-20T23:40:50.88702284Z,CC8DA20D4484,humidity,59.9
2026-07-20T23:40:55.887113794Z,CC8DA20D4484,humidity,62.2
2026-07-20T23:41:00.897438163Z,CC8DA20D4484,humidity,62.9
2026-07-20T23:41:05.89995669Z,CC8DA20D4484,humidity,61.7
2026-07-20T23:41:10.889803606Z,CC8DA20D4484,humidity,58.1
2026-07-20T23:41:15.89143457Z,CC8DA20D4484,humidity,59.7
2026-07-20T23:41:20.892917712Z,CC8DA20D4484,humidity,61.0
